Prop,Kota,Kec,Kel,TPS,01 KPU,02 KPU,01 KawalPemilu,02 KawalPemilu,01 KawalPilpres,02 KawalPilpres,01 AyoJagaTPS,02 AyoJagaTPS
PAPUA,NABIRE,NABIRE,MORGO,TPS 20,0,0,0,0,0,0,0,0
PAPUA,YAHUKIMO,SILIMO,WEAKMA,TPS 1,0,0,0,0,0,0,0,0
PAPUA,PEGUNUNGAN BINTANG,OKBIBAB,OKBIFISIL,TPS 2,0,0,0,0,0,0,0,0
PAPUA,MIMIKA,MIMIKA BARU,OTOMONA,TPS 22,0,0,0,0,0,0,0,0
PAPUA,NABIRE,NABIRE BARAT,KALI SEMEN,TPS 01,0,0,0,0,0,0,0,0
PAPUA,LANNY JAYA,NIKOGWE,ELUBAGA,TPS 5,0,0,0,0,0,0,0,0
PAPUA,INTAN JAYA,HOMEYO,BAMBA,TPS 1,0,0,0,0,0,0,0,0
PAPUA,BIAK NUMFOR,BIAK KOTA,SORIDO,TPS 7,0,0,0,0,0,0,0,0
PAPUA,BIAK NUMFOR,BIAK KOTA,SWAPODIBO,TPS 3,0,0,0,0,0,0,0,0
PAPUA,PEGUNUNGAN BINTANG,ALEMSOM,BONDIK,TPS 2,0,0,0,0,0,0,0,0
PAPUA,JAYAPURA,YAPSI,TABBEYAN,TPS 1,198,14,0,0,0,0,0,0
PAPUA,TOLIKARA,AWEKU,POSMAN,TPS 1,0,0,0,0,0,0,0,0
PAPUA,WAROPEN,WONTI,ODASE,TPS 1,0,0,0,0,0,0,0,0
PAPUA,LANNY JAYA,BALINGGA BARAT,DENOMAGI,TPS 3,0,0,0,0,0,0,0,0
PAPUA,INTAN JAYA,HOMEYO,MAYA,TPS 1,0,0,0,0,0,0,0,0
PAPUA,NABIRE,MOORA,MAMBOR,TPS 2,0,0,0,0,0,0,0,0
PAPUA,PEGUNUNGAN BINTANG,BIME,CALAB,TPS 4,0,0,0,0,0,0,0,0
PAPUA,SARMI,TOR ATAS,SAFROM TANE,TPS 1,0,0,0,0,0,0,0,0
PAPUA,NDUGA,YENGGELO,NOLO,TPS 3,0,0,0,0,0,0,0,0
PAPUA,INTAN JAYA,HITADIPA,KULAPA,TPS 6,0,0,0,0,0,0,0,0
PAPUA,KOTA JAYAPURA,ABEPURA,ASANO,TPS 32,0,0,0,0,0,0,0,0
PAPUA,KOTA JAYAPURA,JAYAPURA SELATAN,ARGAPURA,TPS 26,0,0,0,0,0,0,0,0
PAPUA,DOGIYAI,SUKIKAI SELATAN,IYARO,TPS 3,0,0,0,0,0,0,0,0
PAPUA,NABIRE,NABIRE,NABARUA,TPS 02,0,0,0,0,0,0,0,0
PAPUA,BIAK NUMFOR,BIAK KOTA,MANDALA,TPS 25,0,0,0,0,0,0,0,0
PAPUA,LANNY JAYA,LANNYNA,YUGIMBO,TPS 2,0,0,0,0,0,0,0,0
PAPUA,MIMIKA,TEMBAGAPURA,TEMBAGAPURA,TPS 14,0,0,0,0,0,0,0,0
PAPUA,TOLIKARA,DUNDU,NINI,TPS 2,0,0,0,0,0,0,0,0
PAPUA,JAYAWIJAYA,KORAGI,TELEGAI,TPS 1,0,0,0,0,0,0,0,0
PAPUA,PEGUNUNGAN BINTANG,NONGME,KWARBAN,TPS 1,0,0,0,0,0,0,0,0
PAPUA,JAYAWIJAYA,KURULU,KIMIMA,TPS 1,0,0,0,0,0,0,0,0
PAPUA,PUNCAK,SINAK,GULABUT,TPS 1,0,0,0,0,0,0,0,0
PAPUA,TOLIKARA,TIMORI,TIRIB,TPS 2,0,0,0,0,0,0,0,0
PAPUA,ASMAT,UNIR SIRAU,MUNU,TPS 1,0,0,0,0,0,0,0,0
PAPUA,KOTA JAYAPURA,JAYAPURA UTARA,ANGKASAPURA,TPS 12,0,0,0,0,0,0,0,0
PAPUA,INTAN JAYA,SUGAPA,YOPARU,TPS 2,0,0,0,0,0,0,0,0
PAPUA,KOTA JAYAPURA,JAYAPURA UTARA,GURABESI,TPS 54,294,0,294,0,0,0,0,0
PAPUA,KOTA JAYAPURA,MUARA TAMI,KOYA BARAT,TPS 06,0,0,0,0,0,0,0,0
PAPUA,JAYAPURA,GRESI  SELATAN,KLAISU,TPS 2,158,1,0,0,0,0,0,0
PAPUA,PANIAI,YOUTADI,YIBUDIDE II,TPS 1,0,0,0,0,0,0,0,0
PAPUA,LANNY JAYA,BUGUK GONA,KARUNGGAME,TPS 2,0,0,0,0,0,0,0,0
PAPUA,PEGUNUNGAN BINTANG,BATANI,SOPLE,TPS 2,0,0,0,0,0,0,0,0
PAPUA,JAYAPURA,KAUREH,LAPUA,TPS 32,0,0,0,0,0,0,0,0
PAPUA,PUNCAK JAYA,TAGANOMBAK,ABILI,TPS 1,0,0,0,0,0,0,0,0
PAPUA,ASMAT,SAFAN,SIMSAGAR,TPS 1,0,0,0,0,0,0,0,0
PAPUA,TOLIKARA,GOYAGE,TIRI,TPS 2,0,0,0,0,0,0,0,0
PAPUA,YAHUKIMO,WERIMA,WESAGALEP,TPS 2,0,0,0,0,0,0,0,0
PAPUA,KOTA JAYAPURA,JAYAPURA UTARA,GURABESI,TPS 12,0,0,153,23,0,0,0,0
PAPUA,MAMBERAMO RAYA,MAMBERAMO TENGAH,KASONAWEJA,TPS 2,0,0,0,0,0,0,0,0
PAPUA,WAROPEN,KIRIHI,WAFUKA,TPS 10,0,0,0,0,0,0,0,0
PAPUA,PUNCAK,ILAGA,KIMAK,TPS 4,0,0,0,0,0,0,0,0
PAPUA,MERAUKE,MERAUKE,MARO,TPS 14,0,0,0,0,0,0,0,0
PAPUA,KOTA JAYAPURA,JAYAPURA SELATAN,NUMBAY,TPS 28,0,0,0,0,0,0,0,0
PAPUA,LANNY JAYA,LANNYNA,YUGIMBO,TPS 1,0,0,0,0,0,0,0,0
PAPUA,MERAUKE,MALIND,KUMBE,TPS 01,0,0,0,0,0,0,0,0
PAPUA,LANNY JAYA,YUGUNGWI,LUGOM,TPS 1,0,0,0,0,0,0,0,0
PAPUA,DEIYAI,TIGI BARAT,DEMAGO,TPS 5,0,0,0,0,0,0,0,0
PAPUA,ASMAT,SAWA ERMA,SAUTI,TPS 2,0,0,0,0,0,0,0,0
PAPUA,BOVEN DIGOEL,MINDIPTANA,IMKO,TPS 1,0,0,0,0,0,0,0,0
PAPUA,TOLIKARA,GOYAGE,TIGIR,TPS 2,0,0,0,0,0,0,0,0
