Prop,Kota,Kec,Kel,TPS,01 KPU,02 KPU,01 KawalPemilu,02 KawalPemilu,01 KawalPilpres,02 KawalPilpres,01 AyoJagaTPS,02 AyoJagaTPS
NUSA TENGGARA BARAT,LOMBOK TENGAH,PRAYA BARAT,SETANGGOR,TPS 06,0,0,39,100,0,0,0,0
NUSA TENGGARA BARAT,BIMA,PARADO,PARADO WANE,TPS 08,0,0,0,0,0,0,0,0
NUSA TENGGARA BARAT,BIMA,SAPE,SANGIA,TPS 03,0,0,0,0,0,0,0,0
NUSA TENGGARA BARAT,KOTA BIMA,RASANAE TIMUR,DODU,TPS 05,0,0,0,0,0,0,0,0
NUSA TENGGARA BARAT,KOTA BIMA,ASAKOTA,MELAYU,TPS 13,0,0,0,0,0,0,0,0
NUSA TENGGARA BARAT,LOMBOK BARAT,SEKOTONG,CENDI MANIK,TPS 09,0,0,0,0,0,0,0,0
NUSA TENGGARA BARAT,LOMBOK TENGAH,PUJUT,PENGENGAT,TPS 06,0,0,0,0,0,0,0,0
NUSA TENGGARA BARAT,LOMBOK TIMUR,TERARA,TERARA,TPS 07,0,0,0,0,0,0,0,0
NUSA TENGGARA BARAT,LOMBOK TIMUR,MASBAGIK,MASBAGIK TIMUR,TPS 01,0,0,0,0,0,0,0,0
NUSA TENGGARA BARAT,SUMBAWA,TARANO,BANDA,TPS 1,0,0,0,0,0,0,0,0
NUSA TENGGARA BARAT,LOMBOK TIMUR,MASBAGIK,PAOK MOTONG,TPS 05,0,0,27,182,0,0,0,0
NUSA TENGGARA BARAT,SUMBAWA BARAT,TALIWANG,TAMEKAN,TPS 4,0,0,0,0,0,0,0,0
NUSA TENGGARA BARAT,LOMBOK TIMUR,SURALAGA,PAOK LOMBOK,TPS 16,0,0,0,0,0,0,0,0
NUSA TENGGARA BARAT,LOMBOK TIMUR,PRINGGASELA,PENGADANGAN BARAT,TPS 08,0,0,0,0,0,0,0,0
NUSA TENGGARA BARAT,KOTA BIMA,RABA,RABADOMPU BARAT,TPS 04,0,0,0,0,0,0,0,0
NUSA TENGGARA BARAT,LOMBOK TIMUR,PRINGGABAYA,KERUMUT,TPS 06,0,0,0,0,0,0,0,0
NUSA TENGGARA BARAT,LOMBOK BARAT,NARMADA,GERIMAX INDAH,TPS 05,0,0,0,0,0,0,0,0
